#
# Results on Fri, 28 Mar 2025 02:54:23 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. ID.
# 14. Comments.
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,0,0,welcome,NULL,PennController,0,_Trial_,Start,1743130429850,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,0,0,welcome,NULL,PennController,0,_Header_,Start,1743130429850,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,0,0,welcome,NULL,PennController,0,_Header_,End,1743130429850,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,0,0,welcome,NULL,PennController,0,_Trial_,End,1743130431872,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,1,0,practice,NULL,PennController,1,_Trial_,Start,1743130431877,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,1,0,practice,NULL,PennController,1,_Header_,Start,1743130431877,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,1,0,practice,NULL,PennController,1,_Header_,End,1743130431878,kas6n5,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,1,0,practice,NULL,PennController,1,_Trial_,End,1743130435715,kas6n5,NULL
# 14. Group.
# 15. Condition.
# 16. Expected.
# 17. PrimeType.
# 18. PrimeWord.
# 19. TargetWord.
# 20. Comments.
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,PennController,10,_Trial_,Start,1743130435717,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,PennController,10,_Header_,Start,1743130435717,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,PennController,10,_Header_,End,1743130435717,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Text,mask1,Print,NA,1743130435719,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Timer,maskTimer1,Start,Start,1743130435720,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Timer,maskTimer1,End,End,1743130436222,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Text,prime,Print,NA,1743130436226,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Timer,primeTimer,Start,Start,1743130436227,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Timer,primeTimer,End,End,1743130436272,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Text,mask2,Print,NA,1743130436274,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Timer,maskTimer2,Start,Start,1743130436275,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Timer,maskTimer2,End,End,1743130436377,kas6n5,B,word,j,related,friend,SUPPORT,NULL
1743130463,6f04fad9571c4b100f16be0d73cdc1ae,PennController,9,0,test,NULL,Text,target,Print,NA,1743130436380,kas6n5,B,word,j,related,friend,SUPPORT,NULL
